#         t          x          y          z         vx         vy         vz
      9.061      4.040     19.780     15.348    301.345   -181.789      7.437
      9.062      4.341     19.597     15.354    301.046   -183.231      6.201
      9.063      4.642     19.413     15.360    300.723   -184.670      4.957
      9.064      4.942     19.228     15.364    300.377   -186.105      3.704
      9.065      5.243     19.041     15.367    300.007   -187.535      2.443
      9.066      5.542     18.853     15.369    299.614   -188.960      1.174
      9.067      5.842     18.663     15.370    299.196   -190.380     -0.102
      9.068      6.141     18.472     15.369    298.755   -191.794     -1.386
      9.069      6.439     18.280     15.367    298.288   -193.202     -2.677
      9.070      6.737     18.086     15.364    297.798   -194.602     -3.974
      9.071      7.035     17.890     15.359    297.282   -195.995     -5.278
      9.072      7.332     17.694     15.353    296.742   -197.380     -6.588
      9.073      7.628     17.496     15.346    296.177   -198.757     -7.903
      9.074      7.924     17.296     15.337    295.587   -200.124     -9.224
      9.075      8.220     17.095     15.327    294.972   -201.482    -10.550
      9.076      8.514     16.893     15.316    294.332   -202.829    -11.880
      9.077      8.808     16.690     15.304    293.667   -204.166    -13.214
      9.078      9.101     16.485     15.290    292.977   -205.491    -14.551
      9.079      9.394     16.279     15.274    292.262   -206.805    -15.892
      9.080      9.686     16.071     15.258    291.522   -208.107    -17.236
      9.081      9.977     15.863     15.240    290.757   -209.395    -18.582
      9.082     10.268     15.652     15.221    289.967   -210.671    -19.931
      9.083     10.557     15.441     15.200    289.152   -211.932    -21.280
      9.084     10.846     15.229     15.178    288.313   -213.179    -22.631
      9.085     11.134     15.015     15.155    287.449   -214.411    -23.982
      9.086     11.421     14.800     15.130    286.561   -215.628    -25.334
      9.087     11.707     14.584     15.104    285.649   -216.829    -26.685
      9.088     11.992     14.366     15.077    284.713   -218.014    -28.035
      9.089     12.276     14.148     15.048    283.754   -219.182    -29.385
      9.090     12.559     13.928     15.018    282.771   -220.333    -30.732
      9.091     12.842     13.707     14.987    281.765   -221.467    -32.077
      9.092     13.123     13.485     14.954    280.737   -222.582    -33.420
      9.093     13.403     13.262     14.920    279.685   -223.679    -34.760
      9.094     13.682     13.038     14.884    278.612   -224.757    -36.096
      9.095     13.960     12.812     14.848    277.517   -225.816    -37.428
      9.096     14.237     12.586     14.810    276.401   -226.856    -38.755
      9.097     14.513     12.359     14.770    275.264   -227.875    -40.078
      9.098     14.788     12.130     14.729    274.106   -228.875    -41.395
      9.099     15.061     11.901     14.687    272.927   -229.854    -42.707
      9.100     15.334     11.670     14.644    271.730   -230.812    -44.012
      9.101     15.605     11.439     14.599    270.513   -231.750    -45.311
      9.102     15.875     11.207     14.553    269.277   -232.666    -46.603
      9.103     16.143     10.974     14.506    268.023   -233.561    -47.887
      9.104     16.411     10.740     14.458    266.751   -234.434    -49.163
      9.105     16.677     10.505     14.408    265.462   -235.285    -50.431
      9.106     16.942     10.269     14.357    264.156   -236.114    -51.691
      9.107     17.205     10.033     14.304    262.833   -236.922    -52.942
      9.108     17.467      9.795     14.251    261.495   -237.707    -54.183
      9.109     17.728      9.557     14.196    260.142   -238.469    -55.415
      9.110     17.988      9.319     14.140    258.774   -239.210    -56.636
      9.111     18.246      9.079     14.083    257.392   -239.928    -57.848
      9.112     18.502      8.839     14.024    255.997   -240.623    -59.049
      9.113     18.758      8.598     13.965    254.588   -241.296    -60.239
      9.114     19.012      8.356     13.904    253.167   -241.947    -61.418
      9.115     19.264      8.114     13.842    251.735   -242.575    -62.585
      9.116     19.515      7.871     13.779    250.290   -243.180    -63.741
      9.117     19.765      7.628     13.714    248.836   -243.763    -64.885
      9.118     20.013      7.383     13.649    247.370   -244.324    -66.017
      9.119     20.259      7.139     13.582    245.896   -244.862    -67.136
      9.120     20.505      6.894     13.515    244.412   -245.379    -68.243
      9.121     20.748      6.648     13.446    242.919   -245.873    -69.338
      9.122     20.990      6.402     13.376    241.419   -246.346    -70.419
      9.123     21.231      6.155     13.305    239.911   -246.796    -71.488
      9.124     21.470      5.908     13.233    238.396   -247.226    -72.543
      9.125     21.708      5.661     13.160    236.874   -247.633    -73.585
      9.126     21.944      5.413     13.086    235.347   -248.020    -74.614
      9.127     22.178      5.165     13.011    233.814   -248.385    -75.630
      9.128     22.412      4.916     12.935    232.277   -248.730    -76.631
      9.129     22.643      4.668     12.857    230.735   -249.054    -77.619
      9.130     22.873      4.418     12.779    229.189   -249.358    -78.594
      9.131     23.101      4.169     12.700    227.639   -249.641    -79.555
      9.132     23.328      3.919     12.620    226.087   -249.905    -80.502
      9.133     23.554      3.669     12.539    224.532   -250.148    -81.435
      9.134     23.777      3.419     12.457    222.974   -250.373    -82.354
      9.135     24.000      3.168     12.375    221.416   -250.578    -83.259
      9.136     24.220      2.918     12.291    219.855   -250.765    -84.151
      9.137     24.439      2.667     12.206    218.295   -250.933    -85.029
      9.138     24.657      2.416     12.121    216.733   -251.082    -85.893
      9.139     24.873      2.165     12.035    215.172   -251.214    -86.743
      9.140     25.087      1.913     11.947    213.610   -251.327    -87.579
      9.141     25.300      1.662     11.859    212.050   -251.424    -88.402
      9.142     25.511      1.411     11.771    210.490   -251.503    -89.211
      9.143     25.721      1.159     11.681    208.932   -251.565    -90.006
      9.144     25.929      0.907     11.591    207.376   -251.611    -90.788
      9.145     26.136      0.656     11.499    205.821   -251.640    -91.557
      9.146     26.341      0.404     11.407    204.269   -251.654    -92.312
      9.147     26.544      0.152     11.315    202.720   -251.651    -93.054
      9.148     26.746     -0.099     11.221    201.173   -251.634    -93.782
      9.149     26.947     -0.351     11.127    199.630   -251.601    -94.498
      9.150     27.145     -0.602     11.032    198.090   -251.554    -95.200
      9.151     27.343     -0.854     10.937    196.554   -251.492    -95.890
      9.152     27.539     -1.105     10.841    195.022   -251.415    -96.566
      9.153     27.733     -1.357     10.744    193.494   -251.325    -97.230
      9.154     27.926     -1.608     10.646    191.970   -251.222    -97.882
      9.155     28.117     -1.859     10.548    190.451   -251.105    -98.521
      9.156     28.306     -2.110     10.449    188.937   -250.975    -99.148
      9.157     28.495     -2.361     10.350    187.427   -250.832    -99.762
      9.158     28.681     -2.612     10.250    185.923   -250.677   -100.365
      9.159     28.866     -2.862     10.149    184.425   -250.509   -100.955
      9.160     29.050     -3.113     10.048    182.931   -250.330   -101.534
      9.161     29.232     -3.363      9.946    181.444   -250.139   -102.101
      9.162     29.413     -3.613      9.844    179.962   -249.937   -102.656
      9.163     29.592     -3.863      9.741    178.487   -249.723   -103.200
      9.164     29.770     -4.113      9.637    177.017   -249.499   -103.733
      9.165     29.946     -4.362      9.533    175.554   -249.264   -104.254
      9.166     30.121     -4.611      9.429    174.097   -249.019   -104.765
      9.167     30.294     -4.860      9.324    172.647   -248.764   -105.264
      9.168     30.466     -5.109      9.218    171.203   -248.499   -105.753
      9.169     30.637     -5.357      9.112    169.766   -248.224   -106.232
      9.170     30.806     -5.605      9.006    168.336   -247.940   -106.700
      9.171     30.974     -5.853      8.899    166.912   -247.647   -107.157
      9.172     31.140     -6.100      8.791    165.496   -247.345   -107.605
      9.173     31.305     -6.348      8.683    164.086   -247.035   -108.042
      9.174     31.468     -6.594      8.575    162.683   -246.716   -108.470
      9.175     31.630     -6.841      8.467    161.288   -246.388   -108.887
      9.176     31.791     -7.087      8.357    159.900   -246.053   -109.296
      9.177     31.950     -7.333      8.248    158.519   -245.710   -109.694
      9.178     32.108     -7.579      8.138    157.146   -245.360   -110.084
      9.179     32.264     -7.824      8.028    155.779   -245.002   -110.464
      9.180     32.419     -8.069      7.917    154.420   -244.637   -110.835
      9.181     32.573     -8.313      7.806    153.069   -244.265   -111.197
      9.182     32.725     -8.557      7.695    151.725   -243.886   -111.551
      9.183     32.876     -8.801      7.583    150.388   -243.501   -111.895
      9.184     33.026     -9.044      7.471    149.059   -243.109   -112.232
      9.185     33.174     -9.287      7.359    147.737   -242.711   -112.559
      9.186     33.322     -9.530      7.246    146.423   -242.308   -112.879
      9.187     33.467     -9.772      7.133    145.117   -241.898   -113.190
      9.188     33.612    -10.013      7.019    143.817   -241.482   -113.494
      9.189     33.755    -10.255      6.906    142.526   -241.061   -113.789
      9.190     33.897    -10.495      6.792    141.242   -240.634   -114.077
      9.191     34.037    -10.736      6.678    139.965   -240.203   -114.357
      9.192     34.177    -10.976      6.563    138.696   -239.766   -114.630
      9.193     34.315    -11.215      6.448    137.435   -239.324   -114.895
      9.194     34.452    -11.455      6.333    136.181   -238.878   -115.153
      9.195     34.587    -11.693      6.218    134.934   -238.427   -115.403
      9.196     34.721    -11.931      6.103    133.695   -237.971   -115.647
      9.197     34.855    -12.169      5.987    132.463   -237.511   -115.883
      9.198     34.986    -12.406      5.871    131.239   -237.047   -116.113
      9.199     35.117    -12.643      5.755    130.022   -236.579   -116.336
      9.200     35.246    -12.880      5.638    128.813   -236.106   -116.553
      9.201     35.375    -13.115      5.522    127.611   -235.630   -116.763
      9.202     35.502    -13.351      5.405    126.416   -235.150   -116.966
      9.203     35.628    -13.586      5.288    125.229   -234.667   -117.164
      9.204     35.752    -13.820      5.170    124.049   -234.180   -117.355
      9.205     35.876    -14.054      5.053    122.876   -233.690   -117.539
      9.206     35.998    -14.288      4.935    121.711   -233.196   -117.718
      9.207     36.119    -14.520      4.817    120.552   -232.700   -117.891
      9.208     36.239    -14.753      4.699    119.401   -232.200   -118.058
      9.209     36.358    -14.985      4.581    118.257   -231.697   -118.220
      9.210     36.476    -15.216      4.463    117.120   -231.192   -118.376
      9.211     36.592    -15.447      4.345    115.990   -230.683   -118.526
      9.212     36.708    -15.678      4.226    114.867   -230.172   -118.671
      9.213     36.822    -15.908      4.107    113.751   -229.659   -118.810
      9.214     36.935    -16.137      3.988    112.642   -229.143   -118.944
      9.215     37.047    -16.366      3.869    111.540   -228.624   -119.073
      9.216     37.158    -16.594      3.750    110.445   -228.103   -119.197
      9.217     37.268    -16.822      3.631    109.356   -227.580   -119.316
      9.218     37.377    -17.049      3.512    108.275   -227.055   -119.430
      9.219     37.485    -17.276      3.392    107.200   -226.528   -119.539
      9.220     37.591    -17.502      3.273    106.132   -225.999   -119.643
      9.221     37.697    -17.728      3.153    105.070   -225.468   -119.742
      9.222     37.801    -17.953      3.033    104.015   -224.935   -119.837
      9.223     37.905    -18.178      2.913    102.967   -224.400   -119.927
      9.224     38.007    -18.402      2.793    101.925   -223.864   -120.012
      9.225     38.109    -18.626      2.673    100.890   -223.326   -120.093
      9.226     38.209    -18.849      2.553     99.861   -222.786   -120.170
      9.227     38.308    -19.071      2.433     98.838   -222.245   -120.242
      9.228     38.407    -19.293      2.313     97.822   -221.702   -120.310
      9.229     38.504    -19.515      2.192     96.813   -221.158   -120.373
      9.230     38.600    -19.736      2.072     95.809   -220.613   -120.432
      9.231     38.696    -19.956      1.951     94.812   -220.067   -120.487
      9.232     38.790    -20.176      1.831     93.821   -219.519   -120.538
      9.233     38.883    -20.395      1.710     92.836   -218.970   -120.585
      9.234     38.976    -20.614      1.590     91.857   -218.420   -120.627
      9.235     39.067    -20.832      1.469     90.884   -217.869   -120.665
      9.236     39.157    -21.049      1.348     89.917   -217.317   -120.699
      9.237     39.247    -21.267      1.228     88.956   -216.764   -120.729
      9.238     39.335    -21.483      1.107     88.001   -216.210   -120.755
      9.239     39.423    -21.699      0.986     87.052   -215.655   -120.775
      9.240     39.509    -21.914      0.865     86.109   -215.100   -120.792
      9.241     39.595    -22.129      0.745     85.172   -214.544   -120.803
      9.242     39.680    -22.343      0.624     84.240   -213.987   -120.810
      9.243     39.764    -22.557      0.503     83.314   -213.429   -120.812
      9.244     39.846    -22.770      0.382     82.394   -212.871   -120.808
      9.245     39.928    -22.983      0.261     81.480   -212.312   -120.798
      9.246     40.009    -23.195      0.140     80.571   -211.753   -120.783
      9.247     40.090    -23.406      0.020     79.668   -211.193   -120.762
      9.248     40.169    -23.617     -0.101     78.771   -210.633   -120.734
      9.249     40.247    -23.828     -0.222     77.879   -210.072   -120.702
      9.250     40.325    -24.037     -0.342     76.992   -209.512   -120.663
      9.251     40.401    -24.247     -0.463     76.111   -208.950   -120.620
      9.252     40.477    -24.455     -0.584     75.236   -208.389   -120.572
      9.253     40.552    -24.663     -0.704     74.366   -207.828   -120.520
      9.254     40.625    -24.871     -0.825     73.502   -207.266   -120.463
      9.255     40.699    -25.078     -0.945     72.642   -206.704   -120.403
      9.256     40.771    -25.284     -1.066     71.789   -206.142   -120.340
      9.257     40.842    -25.490     -1.186     70.940   -205.580   -120.274
      9.258     40.913    -25.696     -1.306     70.097   -205.018   -120.205
      9.259     40.982    -25.900     -1.426     69.259   -204.455   -120.134
      9.260     41.051    -26.104     -1.546     68.426   -203.893   -120.059
      9.261     41.119    -26.308     -1.666     67.598   -203.331   -119.983
      9.262     41.186    -26.511     -1.786     66.775   -202.769   -119.904
      9.263     41.253    -26.714     -1.906     65.957   -202.207   -119.823
      9.264     41.318    -26.916     -2.026     65.145   -201.645   -119.740
      9.265     41.383    -27.117     -2.146     64.337   -201.083   -119.654
      9.266     41.447    -27.318     -2.265     63.534   -200.521   -119.567
      9.267     41.510    -27.518     -2.385     62.736   -199.960   -119.478
      9.268     41.572    -27.718     -2.504     61.943   -199.398   -119.387
      9.269     41.634    -27.917     -2.624     61.154   -198.837   -119.294
      9.270     41.695    -28.115     -2.743     60.370   -198.276   -119.199
      9.271     41.755    -28.313     -2.862     59.591   -197.715   -119.103
      9.272     41.814    -28.511     -2.981     58.817   -197.154   -119.005
      9.273     41.872    -28.708     -3.100     58.047   -196.594   -118.905
      9.274     41.930    -28.904     -3.219     57.281   -196.034   -118.804
      9.275     41.987    -29.100     -3.338     56.521   -195.474   -118.701
      9.276     42.043    -29.295     -3.456     55.764   -194.914   -118.596
      9.277     42.098    -29.489     -3.575     55.012   -194.355   -118.490
      9.278     42.153    -29.684     -3.693     54.265   -193.796   -118.383
      9.279     42.207    -29.877     -3.811     53.522   -193.237   -118.273
      9.280     42.260    -30.070     -3.930     52.783   -192.679   -118.163
      9.281     42.313    -30.262     -4.048     52.048   -192.121   -118.051
      9.282     42.364    -30.454     -4.166     51.318   -191.563   -117.938
      9.283     42.415    -30.646     -4.284     50.592   -191.006   -117.823
      9.284     42.465    -30.836     -4.401     49.870   -190.449   -117.707
      9.285     42.515    -31.026     -4.519     49.152   -189.893   -117.590
      9.286     42.564    -31.216     -4.637     48.438   -189.337   -117.471
      9.287     42.612    -31.405     -4.754     47.728   -188.781   -117.351
      9.288     42.659    -31.594     -4.871     47.022   -188.226   -117.230
      9.289     42.706    -31.782     -4.989     46.321   -187.671   -117.107
      9.290     42.752    -31.969     -5.106     45.623   -187.116   -116.984
      9.291     42.797    -32.156     -5.222     44.929   -186.562   -116.859
      9.292     42.842    -32.342     -5.339     44.239   -186.009   -116.733
      9.293     42.886    -32.528     -5.456     43.553   -185.456   -116.605
      9.294     42.929    -32.713     -5.572     42.871   -184.903   -116.477
      9.295     42.971    -32.898     -5.689     42.192   -184.351   -116.348
      9.296     43.013    -33.082     -5.805     41.517   -183.799   -116.217
      9.297     43.054    -33.265     -5.921     40.846   -183.248   -116.085
      9.298     43.095    -33.448     -6.037     40.179   -182.698   -115.952
      9.299     43.135    -33.631     -6.153     39.515   -182.147   -115.819
      9.300     43.174    -33.812     -6.269     38.855   -181.598   -115.684
      9.301     43.212    -33.994     -6.385     38.198   -181.049   -115.548
      9.302     43.250    -34.175     -6.500     37.545   -180.500   -115.411
      9.303     43.288    -34.355     -6.615     36.896   -179.952   -115.273
      9.304     43.324    -34.534     -6.731     36.250   -179.404   -115.134
      9.305     43.360    -34.714     -6.846     35.608   -178.857   -114.994
      9.306     43.395    -34.892     -6.961     34.969   -178.311   -114.854
      9.307     43.430    -35.070     -7.075     34.333   -177.765   -114.712
      9.308     43.464    -35.248     -7.190     33.701   -177.219   -114.569
      9.309     43.497    -35.425     -7.305     33.072   -176.674   -114.426
      9.310     43.530    -35.601     -7.419     32.446   -176.130   -114.281
      9.311     43.562    -35.777     -7.533     31.824   -175.586   -114.136
      9.312     43.594    -35.952     -7.647     31.205   -175.043   -113.989
      9.313     43.625    -36.127     -7.761     30.589   -174.500   -113.842
      9.314     43.655    -36.301     -7.875     29.977   -173.958   -113.694
      9.315     43.685    -36.475     -7.988     29.367   -173.417   -113.546
      9.316     43.714    -36.648     -8.102     28.761   -172.876   -113.396
      9.317     43.742    -36.821     -8.215     28.158   -172.335   -113.246
      9.318     43.770    -36.993     -8.328     27.558   -171.795   -113.095
      9.319     43.797    -37.164     -8.441     26.962   -171.256   -112.943
      9.320     43.824    -37.335     -8.554     26.368   -170.718   -112.790
      9.321     43.850    -37.506     -8.667     25.777   -170.179   -112.636
      9.322     43.876    -37.676     -8.780     25.190   -169.642   -112.482
      9.323     43.900    -37.845     -8.892     24.605   -169.105   -112.327
      9.324     43.925    -38.014     -9.004     24.023   -168.569   -112.171
      9.325     43.948    -38.182     -9.116     23.444   -168.033   -112.015
      9.326     43.972    -38.350     -9.228     22.869   -167.498   -111.858
      9.327     43.994    -38.517     -9.340     22.296   -166.963   -111.700
      9.328     44.016    -38.684     -9.452     21.726   -166.429   -111.541
      9.329     44.038    -38.850     -9.563     21.158   -165.896   -111.382
      9.330     44.059    -39.016     -9.674     20.594   -165.363   -111.222
      9.331     44.079    -39.181     -9.786     20.033   -164.831   -111.061
      9.332     44.099    -39.345     -9.897     19.474   -164.299   -110.900
      9.333     44.118    -39.509    -10.007     18.918   -163.768   -110.738
      9.334     44.136    -39.673    -10.118     18.365   -163.238   -110.576
      9.335     44.155    -39.836    -10.229     17.814   -162.708   -110.413
      9.336     44.172    -39.998    -10.339     17.266   -162.179   -110.249
      9.337     44.189    -40.160    -10.449     16.721   -161.650   -110.084
      9.338     44.206    -40.322    -10.559     16.179   -161.122   -109.919
      9.339     44.221    -40.482    -10.669     15.639   -160.595   -109.754
      9.340     44.237    -40.643    -10.779     15.101   -160.068   -109.588
      9.341     44.252    -40.803    -10.888     14.567   -159.542   -109.421
      9.342     44.266    -40.962    -10.997     14.035   -159.017   -109.253
      9.343     44.280    -41.121    -11.107     13.505   -158.492   -109.085
      9.344     44.293    -41.279    -11.216     12.978   -157.967   -108.917
      9.345     44.306    -41.437    -11.324     12.454   -157.443   -108.748
      9.346     44.318    -41.594    -11.433     11.932   -156.920   -108.578
      9.347     44.330    -41.750    -11.542     11.413   -156.398   -108.408
      9.348     44.341    -41.906    -11.650     10.896   -155.876   -108.238
      9.349     44.351    -42.062    -11.758     10.381   -155.354   -108.066
      9.350     44.361    -42.217    -11.866      9.869   -154.834   -107.895
      9.351     44.371    -42.372    -11.974      9.359   -154.313   -107.723
      9.352     44.380    -42.526    -12.081      8.852   -153.794   -107.550
      9.353     44.389    -42.679    -12.189      8.347   -153.275   -107.377
      9.354     44.397    -42.832    -12.296      7.845   -152.757   -107.203
      9.355     44.404    -42.985    -12.403      7.344   -152.239   -107.029
      9.356     44.412    -43.137    -12.510      6.847   -151.722   -106.854
      9.357     44.418    -43.288    -12.617      6.351   -151.205   -106.679
      9.358     44.424    -43.439    -12.724      5.858   -150.689   -106.503
      9.359     44.430    -43.590    -12.830      5.367   -150.174   -106.327
      9.360     44.435    -43.740    -12.936      4.878   -149.659   -106.151
      9.361     44.440    -43.889    -13.042      4.392   -149.145   -105.974
      9.362     44.444    -44.038    -13.148      3.907   -148.631   -105.796
      9.363     44.447    -44.186    -13.254      3.425   -148.118   -105.618
      9.364     44.451    -44.334    -13.359      2.945   -147.606   -105.440
      9.365     44.453    -44.481    -13.465      2.468   -147.094   -105.261
      9.366     44.456    -44.628    -13.570      1.992   -146.582   -105.082
      9.367     44.457    -44.775    -13.675      1.519   -146.072   -104.902
      9.368     44.459    -44.920    -13.780      1.048   -145.562   -104.722
      9.369     44.459    -45.066    -13.884      0.579   -145.052   -104.542
      9.370     44.460    -45.211    -13.989      0.112   -144.543   -104.361
      9.371     44.460    -45.355    -14.093     -0.353   -144.035   -104.180
      9.372     44.459    -45.499    -14.197     -0.816   -143.527   -103.998
      9.373     44.458    -45.642    -14.301     -1.277   -143.020   -103.816
      9.374     44.456    -45.785    -14.405     -1.736   -142.513   -103.634
      9.375     44.455    -45.927    -14.508     -2.192   -142.007   -103.451
      9.376     44.452    -46.069    -14.612     -2.647   -141.502   -103.268
      9.377     44.449    -46.210    -14.715     -3.100   -140.997   -103.084
      9.378     44.446    -46.351    -14.818     -3.550   -140.493   -102.900
      9.379     44.442    -46.491    -14.921     -3.999   -139.989   -102.716
      9.380     44.438    -46.631    -15.023     -4.446   -139.486   -102.531
      9.381     44.433    -46.770    -15.126     -4.890   -138.983   -102.346
      9.382     44.428    -46.909    -15.228     -5.333   -138.481   -102.161
      9.383     44.423    -47.047    -15.330     -5.774   -137.979   -101.975
      9.384     44.417    -47.185    -15.432     -6.213   -137.478   -101.789
      9.385     44.410    -47.322    -15.534     -6.650   -136.978   -101.603
      9.386     44.403    -47.459    -15.635     -7.085   -136.478   -101.416
      9.387     44.396    -47.595    -15.737     -7.519   -135.979   -101.229
      9.388     44.388    -47.731    -15.838     -7.950   -135.480   -101.041
      9.389     44.380    -47.866    -15.939     -8.380   -134.982   -100.853
      9.390     44.371    -48.000    -16.039     -8.807   -134.484   -100.665
      9.391     44.362    -48.135    -16.140     -9.233   -133.987   -100.477
      9.392     44.353    -48.268    -16.240     -9.657   -133.491   -100.288
      9.393     44.343    -48.402    -16.340    -10.080   -132.995   -100.099
      9.394     44.333    -48.534    -16.440    -10.500   -132.499    -99.910
      9.395     44.322    -48.667    -16.540    -10.919   -132.004    -99.720
      9.396     44.311    -48.798    -16.640    -11.336   -131.510    -99.530
      9.397     44.299    -48.930    -16.739    -11.751   -131.016    -99.340
      9.398     44.288    -49.060    -16.839    -12.165   -130.523    -99.149
      9.399     44.275    -49.191    -16.938    -12.576   -130.030    -98.958
      9.400     44.262    -49.321    -17.037    -12.986   -129.538    -98.767
      9.401     44.249    -49.450    -17.135    -13.395   -129.046    -98.575
      9.402     44.236    -49.579    -17.234    -13.801   -128.555    -98.383
      9.403     44.222    -49.707    -17.332    -14.206   -128.064    -98.191
      9.404     44.207    -49.835    -17.430    -14.609   -127.574    -97.999
      9.405     44.192    -49.962    -17.528    -15.011   -127.085    -97.806
      9.406     44.177    -50.089    -17.626    -15.411   -126.596    -97.613
      9.407     44.162    -50.215    -17.723    -15.809   -126.107    -97.420
      9.408     44.146    -50.341    -17.821    -16.206   -125.619    -97.226
      9.409     44.129    -50.467    -17.918    -16.601   -125.131    -97.033
      9.410     44.112    -50.591    -18.015    -16.994   -124.644    -96.839
      9.411     44.095    -50.716    -18.111    -17.386   -124.158    -96.644
      9.412     44.078    -50.840    -18.208    -17.776   -123.672    -96.450
      9.413     44.060    -50.963    -18.304    -18.164   -123.186    -96.255
      9.414     44.041    -51.086    -18.400    -18.551   -122.701    -96.060
      9.415     44.022    -51.209    -18.496    -18.937   -122.217    -95.864
      9.416     44.003    -51.331    -18.592    -19.320   -121.733    -95.669
      9.417     43.984    -51.452    -18.688    -19.703   -121.249    -95.473
      9.418     43.964    -51.573    -18.783    -20.083   -120.766    -95.277
      9.419     43.944    -51.694    -18.878    -20.462   -120.284    -95.080
      9.420     43.923    -51.814    -18.973    -20.840   -119.802    -94.884
      9.421     43.902    -51.933    -19.068    -21.216   -119.320    -94.687
      9.422     43.881    -52.052    -19.163    -21.591   -118.839    -94.490
      9.423     43.859    -52.171    -19.257    -21.964   -118.359    -94.292
      9.424     43.837    -52.289    -19.351    -22.336   -117.878    -94.095
      9.425     43.814    -52.407    -19.445    -22.706   -117.399    -93.897
      9.426     43.791    -52.524    -19.539    -23.074   -116.920    -93.699
      9.427     43.768    -52.640    -19.633    -23.442   -116.441    -93.500
      9.428     43.744    -52.757    -19.726    -23.807   -115.963    -93.302
      9.429     43.720    -52.872    -19.819    -24.172   -115.485    -93.103
      9.430     43.696    -52.988    -19.912    -24.535   -115.008    -92.904
      9.431     43.671    -53.102    -20.005    -24.896   -114.531    -92.705
      9.432     43.646    -53.217    -20.098    -25.256   -114.055    -92.505
      9.433     43.621    -53.330    -20.190    -25.615   -113.579    -92.305
      9.434     43.595    -53.444    -20.282    -25.972   -113.104    -92.105
      9.435     43.569    -53.557    -20.374    -26.328   -112.629    -91.905
      9.436     43.542    -53.669    -20.466    -26.682   -112.154    -91.705
      9.437     43.516    -53.781    -20.558    -27.035   -111.680    -91.504
      9.438     43.488    -53.892    -20.649    -27.387   -111.207    -91.303
      9.439     43.461    -54.003    -20.740    -27.737   -110.733    -91.102
      9.440     43.433    -54.114    -20.831    -28.086   -110.261    -90.901
      9.441     43.405    -54.224    -20.922    -28.434   -109.789    -90.700
      9.442     43.376    -54.333    -21.013    -28.780   -109.317    -90.498
      9.443     43.347    -54.443    -21.103    -29.125   -108.845    -90.296
      9.444     43.318    -54.551    -21.193    -29.468   -108.375    -90.094
      9.445     43.288    -54.659    -21.283    -29.810   -107.904    -89.892
      9.446     43.258    -54.767    -21.373    -30.151   -107.434    -89.689
      9.447     43.228    -54.874    -21.463    -30.491   -106.965    -89.486
      9.448     43.197    -54.981    -21.552    -30.829   -106.495    -89.283
      9.449     43.166    -55.087    -21.641    -31.166   -106.027    -89.080
      9.450     43.135    -55.193    -21.730    -31.502   -105.558    -88.877
      9.451     43.103    -55.298    -21.819    -31.836   -105.091    -88.673
      9.452     43.071    -55.403    -21.907    -32.169   -104.623    -88.470
      9.453     43.039    -55.508    -21.996    -32.501   -104.156    -88.266
      9.454     43.006    -55.611    -22.084    -32.832   -103.689    -88.061
      9.455     42.973    -55.715    -22.172    -33.161   -103.223    -87.857
      9.456     42.940    -55.818    -22.260    -33.489   -102.758    -87.653
      9.457     42.906    -55.920    -22.347    -33.816   -102.292    -87.448
      9.458     42.872    -56.022    -22.435    -34.142   -101.827    -87.243
      9.459     42.838    -56.124    -22.522    -34.466   -101.363    -87.038
      9.460     42.803    -56.225    -22.609    -34.790   -100.899    -86.832
      9.461     42.768    -56.326    -22.695    -35.111   -100.435    -86.627
      9.462     42.733    -56.426    -22.782    -35.432    -99.972    -86.421
      9.463     42.697    -56.526    -22.868    -35.752    -99.509    -86.215
      9.464     42.661    -56.625    -22.954    -36.070    -99.046    -86.009
      9.465     42.625    -56.724    -23.040    -36.387    -98.584    -85.803
      9.466     42.589    -56.822    -23.126    -36.703    -98.122    -85.597
      9.467     42.552    -56.920    -23.211    -37.018    -97.661    -85.390
      9.468     42.515    -57.018    -23.297    -37.332    -97.200    -85.183
      9.469     42.477    -57.115    -23.382    -37.644    -96.739    -84.976
      9.470     42.439    -57.211    -23.467    -37.955    -96.279    -84.769
      9.471     42.401    -57.307    -23.551    -38.266    -95.819    -84.562
      9.472     42.363    -57.403    -23.636    -38.575    -95.360    -84.354
      9.473     42.324    -57.498    -23.720    -38.882    -94.901    -84.146
      9.474     42.285    -57.593    -23.804    -39.189    -94.442    -83.939
      9.475     42.246    -57.687    -23.888    -39.495    -93.984    -83.730
      9.476     42.206    -57.780    -23.972    -39.799    -93.526    -83.522
      9.477     42.166    -57.874    -24.055    -40.102    -93.069    -83.314
      9.478     42.126    -57.967    -24.138    -40.405    -92.612    -83.105
      9.479     42.085    -58.059    -24.221    -40.706    -92.155    -82.896
      9.480     42.044    -58.151    -24.304    -41.006    -91.698    -82.687
      9.481     42.003    -58.242    -24.387    -41.305    -91.242    -82.478
      9.482     41.962    -58.333    -24.469    -41.602    -90.787    -82.269
      9.483     41.920    -58.424    -24.551    -41.899    -90.331    -82.059
      9.484     41.878    -58.514    -24.633    -42.195    -89.876    -81.850
      9.485     41.836    -58.604    -24.715    -42.489    -89.422    -81.640
      9.486     41.793    -58.693    -24.796    -42.783    -88.968    -81.430
      9.487     41.750    -58.782    -24.878    -43.075    -88.514    -81.220
      9.488     41.707    -58.870    -24.959    -43.366    -88.060    -81.009
