#         t          x          y          z         vx         vy         vz
      0.000    -98.560   -119.990   -127.760    -28.430    173.920     93.230
      0.010    -98.812   -118.212   -126.786    -22.034    181.637    101.476
      0.020    -99.000   -116.357   -125.730    -15.492    189.393    109.826
      0.030    -99.121   -114.424   -124.589     -8.791    197.197    118.289
      0.040    -99.175   -112.413   -123.364     -1.922    205.053    126.877
      0.050    -99.159   -110.323   -122.051      5.129    212.971    135.599
      0.060    -99.071   -108.153   -120.651     12.375    220.955    144.469
      0.070    -98.910   -105.903   -119.161     19.831    229.015    153.498
      0.080    -98.674   -103.572   -117.580     27.512    237.159    162.700
      0.090    -98.359   -101.160   -115.906     35.437    245.393    172.091
      0.100    -97.964    -98.664   -114.137     43.627    253.728    181.685
      0.110    -97.485    -96.085   -112.271     52.101    262.173    191.501
      0.120    -96.920    -93.420   -110.306     60.887    270.737    201.558
      0.130    -96.266    -90.669   -108.239     70.009    279.430    211.878
      0.140    -95.518    -87.831   -106.067     79.500    288.264    222.482
      0.150    -94.673    -84.903   -103.788     89.394    297.251    233.398
      0.160    -93.728    -81.885   -101.397     99.729    306.402    244.654
      0.170    -92.676    -78.774    -98.893    110.551    315.731    256.282
      0.180    -91.514    -75.569    -96.270    121.911    325.251    268.318
      0.190    -90.235    -72.268    -93.524    133.866    334.978    280.803
      0.200    -88.834    -68.869    -90.651    146.485    344.926    293.782
      0.210    -87.302    -65.368    -87.646    159.846    355.111    307.308
      0.220    -85.632    -61.765    -84.502    174.042    365.550    321.440
      0.230    -83.816    -58.056    -81.213    189.182    376.259    336.247
      0.240    -81.843    -54.239    -77.773    205.396    387.253    351.809
      0.250    -79.702    -50.310    -74.173    222.840    398.545    368.217
      0.260    -77.380    -46.266    -70.404    241.704    410.147    385.581
      0.270    -74.860    -42.105    -66.456    262.221    422.060    404.027
      0.280    -72.125    -37.823    -62.317    284.680    434.278    423.705
      0.290    -69.155    -33.418    -57.975    309.446    446.772    444.795
      0.300    -65.923    -28.887    -53.413    336.988    459.481    467.509
      0.310    -62.398    -24.228    -48.615    367.910    472.286    492.098
      0.320    -58.543    -19.442    -43.561    403.018    484.969    518.860
      0.330    -54.311    -14.531    -38.226    443.397    497.132    548.126
      0.340    -49.642     -9.505    -32.584    490.538    508.040    580.242
      0.350    -44.456     -4.384    -26.605    546.517    516.311    615.459
      0.360    -38.653      0.794    -20.260    614.202    519.243    653.633
      0.370    -32.096      5.947    -13.525    697.236    511.343    693.293
      0.380    -24.618     10.910     -6.414    798.365    481.296    728.860
      0.390    -16.077     15.364      0.949    909.715    409.421    743.840
      0.400     -6.583     18.858      8.227    989.179    289.437    711.687
      0.410      3.357     21.157     14.998    998.789    170.348    642.577
      0.420     13.182     22.431     21.068    966.170     84.365    571.436
      0.430     22.613     22.982     26.477    920.133     25.955    510.286
      0.440     31.576     23.039     31.325    872.383    -14.596    459.354
      0.450     40.072     22.747     35.705    826.779    -43.735    416.692
      0.460     48.128     22.202     39.691    784.374    -65.341    380.445
      0.470     55.776     21.466     43.339    745.251    -81.778    349.185
      0.480     63.048     20.585     46.694    709.170    -94.541    321.849
      0.490     69.973     19.589     49.792    675.807   -104.610    297.654
      0.500     76.576     18.503     52.660    644.839   -112.652    276.008
      0.510     82.880     17.344     55.322    615.972   -119.133    256.464
      0.520     88.905     16.126     57.798    588.950   -124.390    238.674
      0.530     94.667     14.861     60.103    563.550   -128.670    222.365
      0.540    100.183     13.557     62.252    539.584   -132.156    207.320
      0.550    105.465     12.221     64.255    516.888   -134.993    193.363
      0.560    110.526     10.860     66.124    495.323   -137.288    180.350
      0.570    115.377      9.478     67.866    474.769   -139.129    168.164
      0.580    120.026      8.079     69.491    455.121   -140.585    156.705
      0.590    124.483      6.667     71.004    436.290   -141.712    145.889
      0.600    128.756      5.246     72.411    418.196   -142.553    135.647
      0.610    132.850      3.818     73.719    400.770   -143.147    125.918
      0.620    136.774      2.384     74.932    383.951   -143.525    116.651
      0.630    140.532      0.948     76.054    367.684   -143.710    107.799
      0.640    144.130     -0.489     77.090    351.921   -143.726     99.324
      0.650    147.573     -1.926     78.042    336.620   -143.589     91.192
      0.660    150.865     -3.360     78.915    321.741   -143.315     83.372
      0.670    154.010     -4.791     79.711    307.250   -142.917     75.838
      0.680    157.011     -6.218     80.433    293.114   -142.407     68.565
      0.690    159.874     -7.639     81.084    279.306   -141.792     61.532
      0.700    162.599     -9.053     81.665    265.799   -141.083     54.721
      0.710    165.191    -10.460     82.179    252.569   -140.285     48.114
      0.720    167.652    -11.859     82.628    239.595   -139.404     41.695
      0.730    169.984    -13.248     83.014    226.855   -138.446     35.451
      0.740    172.190    -14.627     83.338    214.332   -137.415     29.368
      0.750    174.272    -15.996     83.602    202.007   -136.315     23.436
      0.760    176.231    -17.353     83.807    189.866   -135.149     17.642
      0.770    178.070    -18.698     83.956    177.892   -133.919     11.978
      0.780    179.790    -20.031     84.048    166.071   -132.629      6.435
      0.790    181.392    -21.351     84.085    154.390   -131.279      1.003
      0.800    182.878    -22.656     84.068    142.837   -129.872     -4.324
      0.810    184.249    -23.948     83.999    131.399   -128.409     -9.554
      0.820    185.507    -25.224     83.878    120.065   -126.890    -14.694
      0.830    186.651    -26.485     83.705    108.824   -125.317    -19.749
      0.840    187.683    -27.730     83.483     97.666   -123.690    -24.727
      0.850    188.605    -28.959     83.211     86.581   -122.008    -29.631
      0.860    189.415    -30.170     82.891     75.558   -120.272    -34.469
      0.870    190.116    -31.364     82.522     64.589   -118.482    -39.243
      0.880    190.707    -32.540     82.106     53.664   -116.637    -43.959
      0.890    191.190    -33.697     81.643     42.775   -114.737    -48.622
      0.900    191.563    -34.834     81.134     31.912   -112.780    -53.236
      0.910    191.828    -35.952     80.579     21.066   -110.766    -57.804
      0.920    191.984    -37.049     79.978     10.230   -108.693    -62.331
      0.930    192.032    -38.125     79.332     -0.606   -106.560    -66.819
      0.940    191.972    -39.180     78.642    -11.450   -104.365    -71.274
      0.950    191.803    -40.212     77.907    -22.311   -102.106    -75.698
      0.960    191.526    -41.222     77.128    -33.197    -99.781    -80.094
      0.970    191.139    -42.208     76.305    -44.117    -97.388    -84.466
      0.980    190.643    -43.169     75.439    -55.081    -94.924    -88.817
      0.990    190.037    -44.106     74.529    -66.096    -92.386    -93.150
      1.000    189.321    -45.017     73.576    -77.174    -89.772    -97.468
      1.010    188.494    -45.901     72.580    -88.323    -87.076   -101.774
      1.020    187.554    -46.758     71.540    -99.553    -84.297   -106.071
      1.030    186.502    -47.586     70.458   -110.875    -81.429   -110.362
      1.040    185.336    -48.386     69.333   -122.299    -78.467   -114.650
      1.050    184.056    -49.155     68.165   -133.837    -75.408   -118.938
      1.060    182.659    -49.893     66.954   -145.501    -72.245   -123.228
      1.070    181.145    -50.600     65.701   -157.302    -68.972   -127.524
      1.080    179.512    -51.272     64.404   -169.255    -65.583   -131.829
      1.090    177.759    -51.911     63.064   -181.372    -62.071   -136.145
      1.100    175.884    -52.513     61.681   -193.670    -58.426   -140.476
      1.110    173.885    -53.078     60.254   -206.164    -54.642   -144.824
      1.120    171.759    -53.605     58.784   -218.871    -50.707   -149.193
      1.130    169.506    -54.092     57.270   -231.809    -46.610   -153.585
      1.140    167.122    -54.537     55.713   -244.999    -42.341   -158.005
      1.150    164.605    -54.938     54.110   -258.461    -37.885   -162.454
      1.160    161.951    -55.293     52.463   -272.219    -33.227   -166.936
      1.170    159.159    -55.601     50.771   -286.299    -28.351   -171.455
      1.180    156.223    -55.859     49.034   -300.729    -23.238   -176.014
      1.190    153.142    -56.065     47.251   -315.539    -17.867   -180.615
      1.200    149.911    -56.215     45.421   -330.763    -12.212   -185.263
      1.210    146.525    -56.307     43.545   -346.439     -6.248   -189.959
      1.220    142.979    -56.338     41.622   -362.610      0.058   -194.708
      1.230    139.270    -56.304     39.651   -379.321      6.741   -199.512
      1.240    135.390    -56.201     37.631   -396.625     13.843   -204.372
      1.250    131.334    -56.025     35.563   -414.582     21.413   -209.291
      1.260    127.095    -55.770     33.445   -433.259     29.507   -214.270
      1.270    122.665    -55.432     31.277   -452.732     38.191   -219.307
      1.280    118.036    -55.003     29.059   -473.089     47.546   -224.401
      1.290    113.198    -54.477     26.789   -494.430     57.665   -229.546
      1.300    108.142    -53.846     24.468   -516.873     68.663   -234.733
      1.310    102.854    -53.099     22.094   -540.553     80.681   -239.949
      1.320     97.324    -52.226     19.669   -565.629     93.890   -245.170
      1.330     91.534    -51.214     17.191   -592.288    108.507   -250.363
      1.340     85.469    -50.047     14.662   -620.750    124.805   -255.473
      1.350     79.109    -48.708     12.082   -651.276    143.139   -260.422
      1.360     72.431    -47.172      9.455   -684.176    163.971   -265.085
      1.370     65.411    -45.413      6.783   -719.812    187.923   -269.268
      1.380     58.019    -43.394      4.074   -758.598    215.846   -272.661
      1.390     50.222    -41.070      1.336   -800.981    248.937   -274.752
      1.400     41.980    -38.381     -1.411   -847.362    288.922   -274.655
      1.410     33.254    -35.244     -4.138   -897.855    338.356   -270.903
      1.420     24.007    -31.547     -6.796   -951.586    401.052   -260.622
      1.430     14.226    -27.130     -9.291  -1004.571    482.397   -238.307
      1.440      3.985    -21.781    -11.451  -1043.642    587.376   -193.779
      1.450     -6.413    -15.315    -12.999  -1035.883    705.768   -115.741
      1.460    -16.372     -7.851    -13.688   -955.951    787.038    -22.120
      1.470    -25.393      0.119    -13.558   -848.201    806.996     48.178
      1.480    -33.387      8.120    -12.856   -750.522    793.315     92.082
      1.490    -40.486     15.921    -11.800   -669.299    766.895    119.202
      1.500    -46.843     23.439    -10.522   -602.150    736.644    136.378
      1.510    -52.583     30.653     -9.103   -545.904    706.060    147.493
      1.520    -57.803     37.565     -7.591   -498.018    676.482    154.750
      1.530    -62.576     44.190     -6.020   -456.613    648.379    159.448
      1.540    -66.961     50.541     -4.411   -420.316    621.852    162.390
      1.550    -71.003     56.634     -2.779   -388.116    596.856    164.091
      1.560    -74.740     62.485     -1.134   -359.252    573.283    164.898
      1.570    -78.202     68.106      0.516   -333.147    551.011    165.061
      1.580    -81.414     73.511      2.165   -309.349    529.915    164.702
      1.590    -84.398     78.710      3.808   -287.505    509.881    163.941
      1.600    -87.172     83.714      5.442   -267.332    490.803    162.875
      1.610    -89.752     88.530      7.064   -248.600    472.586    161.569
      1.620    -92.151     93.169      8.672   -231.122    455.148    160.074
      1.630    -94.380     97.637     10.265   -214.742    438.413    158.428
      1.640    -96.450    101.941     11.840   -199.331    422.316    156.658
      1.650    -98.371    106.086     13.398   -184.778    406.797    154.788
      1.660   -100.150    110.079     14.936   -170.992    391.806    152.835
      1.670   -101.794    113.925     16.454   -157.891    377.295    150.814
      1.680   -103.311    117.627     17.952   -145.408    363.224    148.734
      1.690   -104.705    121.191     19.428   -133.482    349.554    146.606
      1.700   -105.983    124.620     20.884   -122.062    336.251    144.435
      1.710   -107.149    127.918     22.317   -111.102    323.287    142.228
      1.720   -108.207    131.087     23.728   -100.561    310.632    139.989
      1.730   -109.162    134.132     25.117    -90.405    298.262    137.721
      1.740   -110.017    137.054     26.482    -80.601    286.154    135.427
      1.750   -110.776    139.856     27.825    -71.120    274.287    133.109
      1.760   -111.441    142.541     29.144    -61.939    262.641    130.770
      1.770   -112.016    145.110     30.440    -53.032    251.199    128.409
      1.780   -112.503    147.566     31.712    -44.381    239.944    126.029
      1.790   -112.904    149.910     32.961    -35.965    228.861    123.629
      1.800   -113.223    152.144     34.185    -27.768    217.935    121.209
      1.810   -113.461    154.269     35.385    -19.775    207.153    118.770
      1.820   -113.620    156.287     36.560    -11.970    196.503    116.312
      1.830   -113.701    158.200     37.711     -4.341    185.973    113.834
      1.840   -113.707    160.007     38.837      3.125    175.551    111.336
      1.850   -113.639    161.711     39.938     10.437    165.226    108.817
      1.860   -113.499    163.312     41.013     17.608    154.989    106.276
      1.870   -113.288    164.812     42.063     24.647    144.830    103.712
      1.880   -113.007    166.209     43.087     31.562    134.740    101.125
      1.890   -112.657    167.507     44.085     38.361    124.709     98.514
      1.900   -112.240    168.704     45.057     45.054    114.729     95.876
      1.910   -111.757    169.801     46.003     51.646    104.792     93.211
      1.920   -111.208    170.800     46.921     58.146     94.888     90.518
      1.930   -110.594    171.699     47.813     64.559     85.011     87.794
      1.940   -109.917    172.500     48.677     70.892     75.152     85.038
      1.950   -109.177    173.202     49.514     77.150     65.303     82.249
      1.960   -108.374    173.806     50.322     83.339     55.456     79.424
      1.970   -107.510    174.312     51.102     89.465     45.605     76.562
      1.980   -106.585    174.718     51.853     95.532     35.740     73.660
      1.990   -105.600    175.026     52.575    101.546     25.854     70.717
      2.000   -104.555    175.235     53.267    107.510     15.940     67.729
      2.010   -103.450    175.345     53.929    113.430      5.988     64.694
      2.020   -102.286    175.355     54.561    119.311     -4.008     61.609
      2.030   -101.064    175.264     55.161    125.155    -14.057     58.472
      2.040    -99.783    175.073     55.730    130.967    -24.168     55.279
      2.050    -98.445    174.781     56.266    136.752    -34.350     52.028
      2.060    -97.048    174.386     56.770    142.513    -44.612     48.713
      2.070    -95.594    173.888     57.240    148.254    -54.962     45.333
      2.080    -94.083    173.286     57.676    153.978    -65.412     41.881
      2.090    -92.515    172.579     58.078    159.690    -75.971     38.355
      2.100    -90.890    171.766     58.443    165.393    -86.650     34.749
      2.110    -89.207    170.846     58.772    171.091    -97.461     31.058
      2.120    -87.468    169.816     59.064    176.788   -108.415     27.276
      2.130    -85.671    168.676     59.317    182.486   -119.525     23.398
      2.140    -83.818    167.425     59.531    188.189   -130.806     19.416
      2.150    -81.908    166.059     59.705    193.902   -142.271     15.324
      2.160    -79.940    164.578     59.837    199.627   -153.936     11.114
      2.170    -77.915    162.980     59.927    205.368   -165.818      6.777
      2.180    -75.832    161.261     59.972    211.128   -177.935      2.303
      2.190    -73.692    159.420     59.972    216.912   -190.307     -2.317
      2.200    -71.494    157.453     59.925    222.721   -202.955     -7.096
      2.210    -69.238    155.359     59.829    228.561   -215.902    -12.045
      2.220    -66.923    153.134     59.683    234.433   -229.174    -17.180
      2.230    -64.549    150.774     59.485    240.341   -242.799    -22.516
      2.240    -62.116    148.276     59.232    246.289   -256.807    -28.070
      2.250    -59.623    145.636     58.922    252.279   -271.234    -33.863
      2.260    -57.070    142.849     58.553    258.313   -286.116    -39.916
      2.270    -54.456    139.911     58.122    264.393   -301.497    -46.256
      2.280    -51.782    136.816     57.626    270.521   -317.423    -52.911
      2.290    -49.046    133.559     57.062    276.698   -333.949    -59.914
      2.300    -46.248    130.134     56.426    282.922   -351.135    -67.304
      2.310    -43.387    126.533     55.714    289.192   -369.051    -75.125
      2.320    -40.464    122.749     54.921    295.503   -387.774    -83.429
      2.330    -37.477    118.773     54.043    301.849   -407.397    -92.275
      2.340    -34.426    114.596     53.073    308.217   -428.024   -101.736
      2.350    -31.312    110.207     52.004    314.592   -449.777   -111.898
      2.360    -28.135    105.594     50.831    320.947   -472.802   -122.864
      2.370    -24.894    100.744     49.543    327.247   -497.267   -134.758
      2.380    -21.590     95.640     48.130    333.439   -523.375   -147.737
      2.390    -18.226     90.267     46.581    339.447   -551.369   -161.993
      2.400    -14.803     84.602     44.883    345.158   -581.542   -177.769
      2.410    -11.325     78.623     43.017    350.406   -614.253   -195.379
      2.420     -7.798     72.302     40.964    354.939   -649.940   -215.231
      2.430     -4.232     65.607     38.698    358.369   -689.141   -237.869
      2.440     -0.640     58.499     36.189    360.082   -732.510   -264.034
      2.450      2.956     50.932     33.395    359.069   -780.823   -294.750
      2.460      6.520     42.853     30.264    353.612   -834.924   -331.467
      2.470      9.991     34.201     26.725    340.647   -895.467   -376.240
      2.480     13.267     24.914     22.685    314.478   -961.997   -431.844
      2.490     16.161     14.955     18.020    264.448  -1029.782   -501.049
      2.500     18.354      4.404     12.609    174.143  -1080.427   -581.182
      2.510     19.441     -6.366      6.467     43.318  -1073.624   -647.203
      2.520     19.281    -16.748     -0.102    -75.505  -1002.679   -666.711
      2.530     18.140    -26.330     -6.699   -152.663   -913.833   -652.661
      2.540     16.382    -35.057    -13.093   -198.970   -831.459   -626.091
      2.550     14.252    -43.014    -19.206   -226.974   -760.053   -596.541
      2.560     11.896    -50.308    -25.026   -244.153   -698.693   -567.450
      2.570      9.402    -57.030    -30.563   -254.677   -645.597   -539.946
      2.580      6.824    -63.253    -35.834   -260.931   -599.148   -514.300
      2.590      4.198    -69.039    -40.858   -264.344   -558.059   -490.474
      2.600      1.547    -74.436    -45.652   -265.804   -521.330   -468.323
      2.610     -1.112    -79.484    -50.232   -265.888   -488.191   -447.674
      2.620     -3.766    -84.215    -54.612   -264.980   -458.043   -428.360
      2.630     -6.408    -88.657    -58.805   -263.344   -430.412   -410.228
      2.640     -9.030    -92.834    -62.822   -261.167   -404.925   -393.144
      2.650    -11.629    -96.765    -66.673   -258.581   -381.277   -376.988
      2.660    -14.200   -100.468    -70.366   -255.684   -359.221   -361.660
      2.670    -16.741   -103.956    -73.910   -252.548   -338.555   -347.071
      2.680    -19.250   -107.245    -77.311   -249.226   -319.109   -333.144
      2.690    -21.725   -110.344    -80.575   -245.759   -300.741   -319.813
